항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
감귤,과일,치즈,생수,소다,,,,
소시지,열대과일,포도,딸기,패스트리,소다,초콜릿,냅킨,
감귤,열대과일,야채,버터,요거트,사워 크림,간식,,
치즈,생선,마가린,생수,캔맥주,,,,
버터우유,요거트,간식,초콜릿,,,,,
소시지,야채,소다,병맥주,간식,팝콘,,,
치즈,마가린,생수,병맥주,,,,,
소고기,야채,허브,포장 채소,버터,치즈,계란,잼,생수
소시지,소고기,허브,치즈,마가린,고양이 사료,쇼핑백,,
소시지,감귤,소다,야채 주스,간식,냅킨,,,
전지우유,버터우유,요거트,사워 크림,계란,패스트리,팝콘,,
전지우유,계란,식빵,패스트리,,,,,
버터,요거트,계란,패스트리,병맥주,,,,
열대과일,소금,생선 통조림,생수,병맥주,,,,
감귤,열대과일,양파,버터우유,,,,,
돼지고기,버터우유,절인 야채,소다,캔맥주,소주,,,
감귤,전지우유,요거트,치즈,계란,야채 통조림,캔맥주,,
햄,요거트,패스트리,커피,와플,초콜릿,여성용 위생용품,,
감귤,전지우유,생수,소다,야채 주스,병맥주,,,
생선,식빵,캔맥주,소주,신문,,,,
소시지,열대과일,과일,딸기,전지우유,버터,사워 크림,,
전지우유,식빵,마가린,고양이 사료,소다,,,,
패스트리,소다,음료수,캔맥주,간식,초콜릿,쇼핑백,,
요거트,우유,계란,롤빵,,,,,
계란,캔맥주,소주,초콜릿,쇼핑백,,,,
소시지,전지우유,버터,야채 주스,,,,,
전지우유,패스트리,간식,사탕,,,,,
소시지,돼지고기,감귤,열대과일,과일,야채,전지우유,버터,
계란,패스트리,병맥주,캔맥주,초콜릿,양초,신문,,
감귤,야채,우유,계란,과일 통조림,소다,와플,사탕,
디저트,버터우유,식빵,캔맥주,쇼핑백,,,,
열대과일,전지우유,요거트,생수,소다,초콜릿,,,
치킨,전지우유,요거트,냉동 야채,롤빵,기름,병맥주,캔맥주,
버터,요거트,사워 크림,마가린,간식,,,,
과일,허브,전지우유,사워 크림,,,,,
소시지,열대과일,전지우유,냉동 야채,롤빵,식빵,,,
계란,식빵,패스트리,캔맥주,신문,,,,
야채,전지우유,식빵,마가린,,,,,
열대과일,전지우유,버터,버터우유,식빵,패스트리,,,
치킨,전지우유,버터,계란,신문,,,,
햄,돼지고기,딸기,야채,기름,소다,병맥주,간식,팝콘
돼지고기,열대과일,포도,양파,전지우유,요거트,냉동 야채,,
냉동 야채,파스타,생수,소다,,,,,
소고기,전지우유,식빵,와플,,,,,
돼지고기,과일,포도,전지우유,패스트리,밀가루,기름,설탕,
돼지고기,요거트,우유,간식,,,,,
디저트,식빵,소금,마가린,야채 주스,신문,,,
열대과일,야채,전지우유,치즈,,,,,
소고기,디저트,우유,야채 주스,,,,,
감귤,음료수,계란,롤빵,생수,껌,초콜릿,,
소고기,돼지고기,열대과일,딸기,베이킹 파우더,생선 통조림,,,
전지우유,사워 크림,패스트리,병맥주,,,,,
딸기,야채,사워 크림,소다,,,,,
소고기,전지우유,롤빵,식빵,마가린,신문,,,
전지우유,사워 크림,롤빵,절인 야채,생수,,,,
감귤,전지우유,사워 크림,롤빵,마가린,,,,
전지우유,농축 우유,식빵,설탕,커피,소다,야채 주스,병맥주,
야채,전지우유,밀가루,설탕,소다,음료수,,,
소시지,열대과일,요거트,강아지 사료,생수,쇼핑백,,,
돼지고기,야채,식빵,생수,소다,,,,
열대과일,전지우유,버터,요거트,,,,,
롤빵,절인 야채,껌,초콜릿,,,,,
소시지,치킨,돼지고기,감귤,딸기,야채,포장 채소,요거트,
과일,야채,크림 치즈,계란,절인 야채,야채 주스,,,
소고기,요거트,사워 크림,냉동 식품,식빵,생선 통조림,커피,사탕,
요거트,롤빵,소금,포도주,냅킨,,,,
햄,소고기,야채,전지우유,요거트,냉동 야채,냉동 식품,,
소고기,감귤,치즈,소다,,,,,
햄,야채,허브,전지우유,요거트,치즈,롤빵,세정제,
감귤,양파,요거트,음료수,롤빵,식빵,식초,생수,
소시지,과일,우유,수프,소스,고양이 사료,신문,,
야채,허브,디저트,아이스크림,케이크,신문,쇼핑백,,
돼지고기,소다,캔맥주,남성 화장품,,,,,
소고기,돼지고기,생선,열대과일,포도,딸기,전지우유,냉동 야채,
소고기,야채,디저트,요거트,사워 크림,롤빵,소다,,
소스,와인,와플,신문,,,,,
햄,감귤,열대과일,과일,야채,전지우유,식빵,,
소고기,전지우유,버터,롤빵,패스트리,고양이 사료,,,
감귤,과일,양파,전지우유,버터우유,사워 크림,크림 치즈,계란,
소고기,전지우유,기름,캔맥주,간식,,,,
과일,버터,계란,롤빵,마가린,생수,,,
소고기,열대과일,냉동 야채,롤빵,소다,냅킨,그릇,,
감귤,요거트,크림 치즈,생수,초콜릿,,,,
소고기,야채,전지우유,패스트리,소다,와플,사탕,,
사워 크림,치즈,냉동 야채,냉동 디저트,기름,마가린,베이킹 파우더,,
치킨,돼지고기,소고기,딸기,전지우유,롤빵,,,
소시지,소고기,열대과일,크림 치즈,,,,,
열대과일,전지우유,치즈,롤빵,패스트리,야채 통조림,화초,,
감귤,열대과일,과일,전지우유,요거트,롤빵,패스트리,백포도주,와인
치킨,열대과일,전지우유,디저트,생선,머스타드,절인 야채,,
햄,견과류,전지우유,버터,계란,패스트리,차,,
허브,사워 크림,우유,계란,초콜릿,냅킨,,,
감귤,열대과일,버터우유,요거트,패스트리,와플,사탕,,
소고기,야채,요거트,사워 크림,,,,,
소시지,롤빵,베이킹 파우더,소다,,,,,
돼지고기,롤빵,패스트리,냅킨,신문,,,,
과일,전지우유,음료수,냉동 야채,밀가루,설탕,초콜릿,,
소시지,포도,베이킹 파우더,백포도주,,,,,
소고기,디저트,설탕,병맥주,,,,,
허브,냉동 야채,강아지 사료,생수,병맥주,초콜릿,,,
소고기,감귤,크림 치즈,식초,마가린,,,,
버터,요거트,치즈,롤빵,소다,와플,신문,,
야채,허브,사워 크림,계란,,,,,
소고기,사워 크림,치즈,소금,기름,강아지 사료,신문,,
사워 크림,강아지 사료,야채 주스,피부관리용품,쇼핑백,,,,
버터,생수,세정제,비누,,,,,
야채,양파,롤빵,식빵,설탕,,,,
열대과일,요거트,야채 주스,병맥주,신문,,,,
돼지고기,소고기,딸기,야채,허브,버터,요거트,식빵,빵
소고기,감귤,야채,롤빵,설탕,야채 주스,,,
포도,아이스크림,패스트리,소다,캔맥주,간식,껌,,
돼지고기,소고기,감귤,과일,야채,양파,전지우유,버터,
소고기,전지우유,크림 치즈,식빵,초콜릿,신문,,,
소시지,치킨,감귤,과일,야채,전지우유,요거트,사워 크림,
소시지,햄,냉동 디저트,간식,,,,,
감귤,열대과일,포도,딸기,전지우유,우유,생수,야채 주스,
소시지,사워 크림,치즈,식빵,,,,,
돼지고기,야채,전지우유,크림 치즈,커피,생수,병맥주,,
소시지,야채,양파,전지우유,버터우유,치즈,치즈,냉동 야채,
전지우유,버터,요거트,사워 크림,계란,커피,,,
열대과일,과일,야채,전지우유,디저트,요거트,우유,베이킹 파우더,
사워 크림,우유,설탕,병맥주,냅킨,,,,
야채,냉동 야채,생선,롤빵,강아지 사료,팝콘,신문,,
전지우유,디저트,치즈,치즈,크림 치즈,패스트리,마가린,설탕,
열대과일,과일,요거트,야채 통조림,음료수,,,,
소고기,치킨,돼지고기,과일,전지우유,버터우유,냉동 야채,롤빵,
아이스크림,설탕,커피,생수,소다,야채 주스,쇼핑백,,
전지우유,디저트,요거트,마가린,신문,,,,
열대과일,전지우유,버터,요거트,치즈,계란,,,
전지우유,요거트,치즈,시리얼,생수,,,,
설탕,생수,소다,야채 주스,간식,팝콘,,,
소고기,치킨,야채,전지우유,요거트,치즈,크림 치즈,,
야채,전지우유,버터,사워 크림,치즈,롤빵,식빵,마가린,
햄,사워 크림,치즈,롤빵,,,,,
소시지,롤빵,기름,병맥주,와인,,,,
치즈,베이킹 파우더,와플,초콜릿,,,,,
소시지,버터,사워 크림,크림,기름,백포도주,,,
소시지,소고기,롤빵,소다,야채 주스,남성 화장품,쇼핑백,,
치킨,롤빵,마가린,소다,음료수,사탕,,,
소시지,소고기,치킨,돼지고기,치즈,식빵,신문,쇼핑백,
햄,돼지고기,감귤,열대과일,야채,요거트,생선,야채 주스,
열대과일,버터우유,우유,농축 우유,식빵,설탕,커피,생수,소다
소시지,햄,돼지고기,소고기,햄버거 고기,열대과일,과일,딸기,
생수,소다,병맥주,와플,초콜릿,그릇,,,
패스트리,초콜릿,사탕,,,,,,
감귤,열대과일,과일,야채,롤빵,,,,
치킨,야채,전지우유,버터,요거트,치즈,계란,패스트리,
소시지,치킨,전지우유,요거트,롤빵,소다,냅킨,,
우유,패스트리,마가린,,,,,,
햄,열대과일,포도,전지우유,요거트,치즈,강아지 사료,,
백포도주,와인,냅킨,,,,,,
전지우유,크림 치즈,냉동 식품,롤빵,식빵,생수,신문,,
소시지,유기농 제품,초콜릿,,,,,,
버터우유,치즈,커피,,,,,,
롤빵,절인 야채,,,,,,,
전지우유,지퍼백,소다,,,,,,
디저트,롤빵,소다,,,,,,
소시지,롤빵,,,,,,,
전지우유,크림 치즈,시리얼,고양이 사료,커피,와플,,,
햄,과일,야채,요거트,롤빵,베이킹 파우더,,,
계란,롤빵,마가린,,,,,,
열대과일,소다,,,,,,,
야채,버터우유,크림 치즈,치즈,,,,,
치킨,열대과일,과일,포장 채소,계란,롤빵,밀가루,파스타,
돼지고기,소고기,전지우유,절인 야채,초콜릿,,,,
커피,소다,야채 주스,와플,,,,,
소시지,커피,쇼핑백,,,,,,
디저트,설탕,,,,,,,
야채,간식,케이크,초콜릿,,,,,
감귤,야채,전지우유,버터우유,치즈,냉동 야채,머스타드,야채 주스,냅킨
감귤,과일,아이스크림,생수,,,,,
소시지,식빵,간식,초콜릿,,,,,
롤빵,소스,소다,백포도주,신문,,,,
햄,버터,농축 우유,,,,,,
열대과일,롤빵,생수,,,,,,
냅킨,양초,,,,,,,
전지우유,요거트,초콜릿,,,,,,
소시지,계란,지퍼백,야채 주스,신문,,,,
감귤,전지우유,밀가루,,,,,,
소고기,패스트리,,,,,,,
소시지,야채 주스,,,,,,,
소시지,치킨,감귤,과일,요거트,농축 우유,냉동 야채,계란,롤빵
소고기,소다,,,,,,,
전지우유,식빵,소다,,,,,,
돼지고기,야채,전지우유,크림 치즈,기름,초콜릿,냅킨,,
열대과일,요거트,롤빵,사탕,쇼핑백,,,,
과일,냉동 야채,생수,,,,,,
식빵,기름,그릇,,,,,,
사워 크림,롤빵,,,,,,,
돼지고기,소고기,열대과일,요거트,냉동 야채,,,,
요거트,우유,브랜디,,,,,,
우유,소다,,,,,,,
생수,소다,음료수,병맥주,,,,,
감귤,전지우유,패스트리,,,,,,
우유,생수,,,,,,,
전지우유,계란,초콜릿,,,,,,
치킨,소고기,열대과일,과일,야채,전지우유,계란,패스트리,
감귤,병맥주,백포도주,,,,,,
돼지고기,전지우유,케이크,,,,,,
소시지,전지우유,치즈,냉동 식품,아이스크림,식빵,패스트리,간식,
감귤,열대과일,과일,롤빵,소다,캔맥주,,,
소고기,파스타,인스턴트 식품,,,,,,
딸기,요거트,사워 크림,,,,,,
치킨,전지우유,식빵,,,,,,
냅킨,그릇,,,,,,,
야채,요거트,사워 크림,우유,계란,롤빵,절인 야채,소다,병맥주
전지우유,요거트,롤빵,패스트리,마가린,감미료,베이킹 파우더,소다,
병맥주,브랜디,초콜릿,피부관리용품,,,,,
병맥주,브랜디,초콜릿,,,,,,
야채,버터,치즈,마가린,머스타드,절인 야채,,,
비누,그릇,,,,,,,
요거트,소다,,,,,,,
전지우유,패스트리,소다,,,,,,
소시지,디저트,계란,롤빵,소다,병맥주,와인,간식,냅킨
버터,생수,소주,그릇,쇼핑백,,,,
병맥주,소주,껌,,,,,,
햄,전지우유,냅킨,,,,,,
열대과일,신문,,,,,,,
열대과일,버터,치즈,계란,,,,,
치킨,과일,향신료,백포도주,,,,,
음료수,초콜릿,,,,,,,
소시지,전지우유,롤빵,수프,케이크,쇼핑백,,,
전지우유,신문,,,,,,,
커피,병맥주,,,,,,,
전지우유,냉동 식품,,,,,,,
소시지,생선,간식,팝콘,냅킨,,,,
전지우유,버터,계란,생수,간식,,,,
요거트,냉동 야채,,,,,,,
야채,허브,디저트,요거트,마가린,소다,,,
과일,야채,포장 채소,전지우유,계란,밀가루,소금,,
열대과일,야채,롤빵,,,,,,
요거트,아이스크림,소다,초콜릿,냅킨,,,,
소시지,디저트,우유,소다,백포도주,,,,
요거트,우유,냉동 야채,패스트리,소다,쇼핑백,,,
과일,전지우유,농축 우유,생선 통조림,음료수,야채 주스,사탕,,
소시지,크림 치즈,소다,캔맥주,백포도주,초콜릿,,,
소시지,햄,열대과일,과일,전지우유,디저트,농축 우유,,
소시지,생수,캔맥주,쇼핑백,,,,,
과일,버터,음료수,치즈,아이스크림,롤빵,생수,,
전지우유,소다,,,,,,,
양파,전지우유,커피,,,,,,
햄,전지우유,,,,,,,
햄,전지우유,디저트,요거트,파스타,기름,생선 통조림,커피,
소시지,햄,,,,,,,
전지우유,소다,,,,,,,
크림 치즈,식빵,인스턴트 식품,야채 주스,,,,,
디저트,요거트,냉동 야채,소다,음료수,백포도주,와플,,
과일,야채,전지우유,요거트,롤빵,,,,
열대과일,전지우유,버터,크림 치즈,계란,야채 주스,초콜릿,,
야채,허브,전지우유,,,,,,
소시지,백포도주,,,,,,,
생수,소다,야채 주스,,,,,,
감귤,열대과일,과일,딸기,사워 크림,치즈,식빵,지퍼백,
패스트리,마가린,사탕,,,,,,
과일,전지우유,요거트,사워 크림,크림 치즈,마가린,,,
감귤,야채,전지우유,패스트리,고양이 사료,소다,케이크,,
우유,소다,캔맥주,,,,,,
롤빵,생수,소주,,,,,,
전지우유,식빵,,,,,,,
식빵,패스트리,소다,야채 주스,와플,쇼핑백,,,
견과류,전지우유,치즈,치즈,신문,,,,
감귤,포도,전지우유,디저트,요거트,식빵,패스트리,소다,신문
소시지,야채,버터,계란,롤빵,,,,
딸기,야채,치즈,치즈,생수,소다,병맥주,냅킨,
감귤,포도,전지우유,패스트리,과일 통조림,생선 통조림,초콜릿,,
소시지,감귤,열대과일,쇼핑백,,,,,
감귤,크림 치즈,간식,와플,초콜릿,냅킨,,,
야채,냉동 야채,야채 통조림,커피,,,,,
전지우유,패스트리,기름,팝콘,과자,세정제,쇼핑백,,
소시지,식빵,소금,생선 통조림,쇼핑백,,,,
디저트,요거트,치즈,소다,,,,,
감귤,열대과일,과일,야채,초콜릿,사탕,쇼핑백,,
과일,음료수,생수,소다,야채 주스,쇼핑백,,,
요거트,감미료,야채 주스,쇼핑백,,,,,
버터,소다,야채 주스,병맥주,,,,,
야채,양파,전지우유,냉동 야채,냉동 식품,잼,커피,생수,
야채,전지우유,식빵,소다,와플,,,,
소시지,감귤,견과류,식빵,패스트리,,,,
감귤,열대과일,과일,양파,음료수,치즈,,,
버터,소금,마가린,설탕,,,,,
소시지,치킨,양파,포장 채소,버터,요거트,음료수,치즈,
전지우유,롤빵,병맥주,냅킨,,,,,
소고기,감귤,열대과일,딸기,사워 크림,식빵,생수,,
우유,냉동 식품,식빵,야채 주스,쇼핑백,,,,
열대과일,냉동 야채,롤빵,병맥주,와플,,,,
열대과일,딸기,요거트,식빵,,,,,
소시지,전지우유,디저트,패스트리,소다,,,,
소시지,열대과일,요거트,캔맥주,,,,,
열대과일,롤빵,소금,야채 주스,병맥주,냅킨,,,
전지우유,농축 우유,아이스크림,커피,냅킨,주방 수건,쇼핑백,,
디저트,소다,케이크,쇼핑백,,,,,
전지우유,사워 크림,와플,껌,,,,,
열대과일,요거트,롤빵,패스트리,커피,생수,신문,,
야채,전지우유,냉동 식품,계란,식빵,백포도주,,,
돼지고기,디저트,사워 크림,밀가루,생수,,,,
소시지,열대과일,요거트,냉동 식품,아이스크림,식빵,,,
견과류,요거트,야채 주스,초콜릿,,,,,
소시지,냉동 야채,계란,생수,병맥주,,,,
치킨,냉동 식품,마가린,소다,,,,,
치즈,롤빵,식빵,야채 주스,신문,,,,
치킨,야채,전지우유,쌀,기름,,,,
감귤,전지우유,요거트,치즈,식빵,병맥주,백포도주,,
치킨,야채,전지우유,버터우유,식빵,야채 주스,,,
소시지,과일,야채,크림 치즈,치즈,식빵,소금,마가린,
야채,전지우유,치즈,롤빵,커피,신문,,,
소시지,햄,소고기,야채,우유,소다,,,
돼지고기,야채,치즈,치즈,마가린,,,,
소고기,포도,허브,전지우유,사워 크림,냉동 야채,아이스크림,,
소시지,소고기,전지우유,크림 치즈,소다,케이크,,,
햄,치즈,식빵,야채 통조림,음료수,쇼핑백,,,
돼지고기,과일,버터우유,식빵,패스트리,소다,야채 주스,,
치킨,감귤,양파,요거트,화초,,,,
야채,전지우유,롤빵,패스트리,파스타,냅킨,,,
돼지고기,전지우유,냉동 식품,롤빵,패스트리,스프,와플,초콜릿,쇼핑백
소고기,전지우유,요거트,식빵,소주,신문,,,
돼지고기,전지우유,요거트,롤빵,절인 야채,바지,,,
햄,치킨,돼지고기,야채,전지우유,사워 크림,롤빵,설탕,소다
버터,크림 치즈,치즈,계란,롤빵,패스트리,,,
소시지,버터,패스트리,식초,마가린,,,,
버터우유,냉동 디저트,소다,쇼핑백,,,,,
요거트,사워 크림,냉동 야채,쌀,소다,초콜릿,,,
포장 채소,요거트,사워 크림,음료수,,,,,
전지우유,커피,음료수,야채 주스,껌,쇼핑백,,,
열대과일,전지우유,디저트,파스타,고양이 사료,야채 주스,와플,,
소시지,치킨,과일,치즈,롤빵,설탕,,,
감귤,전지우유,야채 주스,백포도주,초콜릿,,,,
요거트,냉동 식품,커피,생수,쇼핑백,,,,
감귤,전지우유,요거트,우유,식빵,소금,인스턴트 식품,생수,
소고기,열대과일,전지우유,크림 치즈,롤빵,머스타드,생수,와인,
